Projectnummer;Opdrachtnummer;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC EMAIL;SYNDIC DATE;Straat;Huisnummer;Huisnummer Toevoeging;Opdrachttemplate
MECHELEN - FH02;174161;Carl Marien;Liersesteenweg 394;2800;Mechelen;015270161;info@carlmarien.be;2019-12-17;Zoutwerf;20;;BUILDING template
MECHELEN - FH02;3047941;Carl Marien;Liersesteenweg 394;2800;Mechelen;015270161;info@carlmarien.be;2019-12-17;Schuttersvest;5;;BUILDING template
MECHELEN - FH02;3047931;Carl Marien;Liersesteenweg 394;2800;Mechelen;015270161;info@carlmarien.be;2019-12-17;Schuttersvest;3;;BUILDING template
MECHELEN - FH01;3035226;CBRE;Geen Adres;2800;Mechelen;032486860;geen@email.com;2019-12-17;Geitestraat;29;;BUILDING template
MECHELEN - FH02;333323;Copandi vastgoed;Leopoldstraat 37;2800;Mechelen;015794644;geen@email.com;2019-03-07;Leopoldstraat;101;;BUILDING template
MECHELEN - FH02;10990;CVBA PORTAS SYNDICUS;August Van Landeghemplein 16;2830;Willebroek;033694100;geen@email.com;2019-03-14;Raghenoplein;27;;BUILDING template
MECHELEN - FH01;4748739;De Lindepoort;Begijnenstraat 18;2800;Mechelen;015292550;info@delindepoort.be;2020-06-09;Drabstraat;14;;BUILDING template
MECHELEN - FH02;335238;Diederik Oosters;Geen Adres;2800;Mechelen;015525770;diederik.oosters@imbalimetals.com;2018-09-06;Leopoldstraat;45;;BUILDING template
MECHELEN - FH02;3028991;Dieter Cools;Geen Adres;2800;Mechelen;0478812713;studiodieter@hotmail.com;2019-03-26;Koning Albertplein;12;;BUILDING template
MECHELEN - FH02;3043187;Dirk Vandyck;Moensstraat 24;2800;Mechelen;0484248879;geen@email.com;2019-12-10;Moensstraat;24;;BUILDING template
MECHELEN - FH01;935331;Els Syndicus;Geen Adres;2800;Mechelen;0471087594;info@dls-syndicus.be;2020-05-27;Stadsheimelijkheid;1;;BUILDING template
MECHELEN - FH02;3036039;Eric Van Vooren;Geen Adres;2800;Mechelen;0475261885;evanvooren@hotmail.com;2019-12-30;Hanswijkstraat;25;;BUILDING template
MECHELEN - FH02;3036038;Eric Van Vooren;Hanswijkstraat 25;2800;Mechelen;0475261885;evanvooren@hotmail.com;2019-03-04;Hanswijkstraat;23;;BUILDING template
MECHELEN - FH02;5708830;Esther Leemans;Geen Adres;2800;Mechelen;015202082;info@immoleemans.be;2019-03-25;Stationsstraat;24;A;BUILDING template
MECHELEN - FH01;3944180;EVO;Geen Adres;2800;Mechelen;015418314;geen@email.com;2020-03-11;Lange Schipstraat;32;;BUILDING template
MECHELEN - FH02;3050741;Gabriël Declerck;Wespelaarsebaan 298;3190;Boortmeerbeek;016601910;geen@email.com;2019-03-05;Van Benedenlaan;16;;BUILDING template
MECHELEN - FH02;3042475;Guido Wijnen;Geen Adres;2800;Mechelen;0477337773;guide@wijnenmechelen.be;2019-03-04;Louizastraat;25;;BUILDING template
MECHELEN - FH02;4764808;Guido Wijnen;Geen Adres;2800;Mechelen;0477337773;guide@wijnenmechelen.be;2019-03-17;Hanswijkstraat;14;;BUILDING template
MECHELEN - FH02;5414788;Guido Wijnen;Geen Adres;2800;Mechelen;0477337773;guido@wijnenmechelen.be;2018-09-11;Potterijstraat;1;;BUILDING template
MECHELEN - FH02;3045118;Gwen Joostens;Onze Lieve Vrouwestraat 88;2800;Mechelen;012345679;geen@email.com;2019-02-27;Onze-Lieve-Vrouwestraat;88;;BUILDING template
MECHELEN - FH02;354900;HDK bvba;Haringstraat 3;2222;Heist Op Den Berg;015244525;geen@email.com;2019-03-05;Leopoldstraat;32;;BUILDING template
MECHELEN - FH02;369873;HDK bvba;Haringstraat 3;2222;Heist Op Den Berg;015244525;geen@email.com;2019-03-05;Van Benedenlaan;4;;BUILDING template
MECHELEN - FH02;3047966;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;info@hevo.be;2019-02-28;Schuttersvest;23;;BUILDING template
MECHELEN - FH01;930428;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Arme-Clarenstraat;2;;BUILDING template
MECHELEN - FH01;905645;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Begijnenstraat;50;;BUILDING template
MECHELEN - FH01;5318115;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Begijnenstraat;50;A;BUILDING template
MECHELEN - FH01;5776141;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Drabstraat;6;A;BUILDING template
MECHELEN - FH01;5904645;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Drabstraat;8;A;BUILDING template
MECHELEN - FH02;3040846;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Leopoldstraat;7;;BUILDING template
MECHELEN - FH02;383279;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Leopoldstraat;5;;BUILDING template
MECHELEN - FH02;3042485;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Louizastraat;33;;BUILDING template
MECHELEN - FH02;386455;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Louizastraat;39;;BUILDING template
MECHELEN - FH01;3046132;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Persoonshoek;9;;BUILDING template
MECHELEN - FH02;386450;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Louizastraat;31;;BUILDING template
MECHELEN - FH02;3047990;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Schuttersvest;41;;BUILDING template
MECHELEN - FH02;333321;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Leopoldstraat;91;;BUILDING template
MECHELEN - FH02;3050766;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Van Benedenlaan;38;;BUILDING template
MECHELEN - FH01;3031632;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Desire Boucherystraat;10;;BUILDING template
MECHELEN - FH02;3048034;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Schuttersvest;71;;BUILDING template
MECHELEN - FH02;3048038;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Schuttersvest;74;;BUILDING template
MECHELEN - FH02;383274;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Leopoldstraat;11;;BUILDING template
MECHELEN - FH02;3040909;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Leopoldstraat;70;;BUILDING template
MECHELEN - FH02;3040932;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Leopoldstraat;93;;BUILDING template
MECHELEN - FH02;3048221;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Hendrik Speecqvest;38;;BUILDING template
MECHELEN - FH02;3048223;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Hendrik Speecqvest;42;;BUILDING template
MECHELEN - FH02;173454;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Louizastraat;6;;BUILDING template
MECHELEN - FH02;3037289;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Hoogstraat;47;;BUILDING template
MECHELEN - FH02;5602934;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Louizastraat;37;;BUILDING template
MECHELEN - FH02;5602935;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Louizastraat;41;;BUILDING template
MECHELEN - FH02;387447;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Schuttersvest;47;;BUILDING template
MECHELEN - FH02;5602968;HEVO Vastgoedbeheer;Leopoldstraat 70;2800;Mechelen;015418314;Info@hevo.be;2020-03-09;Schuttersvest;51;;BUILDING template
MECHELEN - FH02;371060;Hilda Billiau;Willem Rosierstraat 37;2800;Mechelen;0478313881;hilda.billiau@skynet.be;2020-03-09;Willem Rosierstraat;37;;BUILDING template
MECHELEN - FH02;1457953;IMMO DETIEGE BVBA;Tiensestraat 267;3000;Leuven;016460082;filip@immodetiege.be;2019-03-18;Groenstraat;58;A;BUILDING template
MECHELEN - FH02;4763064;Immo I.D.;Keizerstraat 18;2800;Mechelen;0474242448;geen@email.com;2019-02-27;Milsenstraat;3;;BUILDING template
MECHELEN - FH02;3045122;Immo Leemans;Kon. Astridlaan 35;2800;Mechelen;0495626687;info@immoleemans.be;2019-12-09;Onze-Lieve-Vrouwestraat;94;;BUILDING template
MECHELEN - FH02;3050681;Immo Leemans;Kon. Astridlaan 35;2800;Mechelen;0495626687;info@immoleemans.be;2019-03-05;Vaartdijk;27;;BUILDING template
MECHELEN - FH02;4754791;Immo Vos;Rubensstraat 1a/b102;2812;Muizen;015343435;ken@immovos.be;2019-03-06;Hendrik Consciencestraat;48;;BUILDING template
MECHELEN - FH02;3944102;Immo Vos;Rubensstraat 1a/b102;2812;Muizen;015343435;ken@immovos.be;2019-03-06;Leopoldstraat;104;;BUILDING template
MECHELEN - FH02;3032451;Immo Vos;Rubensstraat 1a/b102;2812;Muizen;015343435;ken@immovos.be;2019-03-06;Colomastraat;6;;BUILDING template
MECHELEN - FH01;905660;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Nauwstraat;14;;BUILDING template
MECHELEN - FH02;3048013;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Schuttersvest;55;;BUILDING template
MECHELEN - FH02;3048021;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Schuttersvest;61;;BUILDING template
MECHELEN - FH02;4758936;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Van Kerckhovenstraat;14;;BUILDING template
MECHELEN - FH02;4758935;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Van Kerckhovenstraat;12;;BUILDING template
MECHELEN - FH02;336412;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Van Kerckhovenstraat;10;;BUILDING template
MECHELEN - FH02;5862148;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Van Kerckhovenstraat;8;;BUILDING template
MECHELEN - FH02;354050;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Stationsstraat;40;;BUILDING template
MECHELEN - FH02;1476364;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Colomastraat;4;;BUILDING template
MECHELEN - FH02;333309;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Hendrik Consciencestraat;46;;BUILDING template
MECHELEN - FH02;335247;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Leopoldstraat;89;;BUILDING template
MECHELEN - FH02;3047968;Immo Vos Beheer bvba;Fr. de Merodestraat 3/1;2800;Mechelen;015343435;ken@immovos.be;2019-03-06;Schuttersvest;24;;BUILDING template
MECHELEN - FH02;354060;IMMOSTAR NV;Hendrik Consciencestraat 17;2800;Mechelen;0494501181;marcelputtemans@skynet.be;2019-03-17;Hendrik Consciencestraat;17;;BUILDING template
MECHELEN - FH01;4739215;Insurea;Kiliaanstraat 90;2570;Duffel;0467130917;beheer@insurea.be;2020-03-17;Nieuwe Beggaardenstraat;9;;BUILDING template
MECHELEN - FH02;4757318;Interim vastgoedbeheer;Boomsesteenweg 690;2610;Antwerpen;038207283;geen@email.com;2019-03-05;Leopoldstraat;10;;BUILDING template
MECHELEN - FH02;3049034;Jalo beheer;De Regenboog 11bus 18;2800;Mechelen;02570000;beheer@jalo.be;2019-03-05;Stationsstraat;46;;BUILDING template
MECHELEN - FH01;3047655;Jalo beheer;De Regenboog 11bus 18;2800;Mechelen;02570000;beheer@jalo.be;2020-06-09;Lange Schipstraat;76;;BUILDING template
MECHELEN - FH01;3047660;Jalo beheer;De Regenboog 11bus 18;2800;Mechelen;02570000;beheer@jalo.be;2020-05-28;Lange Schipstraat;78;;BUILDING template
MECHELEN - FH01;903467;Jalo beheet;De Regenboog 11bus 18;2800;Mechelen;02570000;beheer@jalo.be;2020-05-25;Lange Schipstraat;68;;BUILDING template
MECHELEN - FH01;5898870;Jan de Hert;Geen Adres;2800;Mechelen;0484995334;geen@email.com;2020-01-20;Begijnenstraat;51;;BUILDING template
MECHELEN - FH02;3047964;Jody Baeten;Geen Adres;2800;Mechelen;0471672292;geen@email.com;2019-03-06;Schuttersvest;22;;BUILDING template
MECHELEN - FH02;3032495;Jurimmo bvba;Mechelsesteenweg 34 bus 201;2018;Antwerpen;032306884;geen@email.com;2019-03-19;Hendrik Consciencestraat;19;;BUILDING template
MECHELEN - FH02;388434;Jurimmo bvba;Mechelsesteenweg 34 bus 201;2018;Antwerpen;032306884;geen@email.com;2019-03-13;Oude Brusselsestraat;7;;BUILDING template
MECHELEN - FH01;929568;Katheleen De smedt;Goswin Van Stassartstraat 13;2800;Mechelen;015315383;geen@email.com;2020-02-03;Goswin de Stassartstraat;13;;BUILDING template
MECHELEN - FH01;904239;Koveco;Barbelgemstraat 24;2800;Mechelen;0484776079;rentmeester@koveco.be;2020-01-22;Korte Schipstraat;5;;BUILDING template
MECHELEN - FH02;3046680;Lieve Vanderleyden;Raghenoplein 31;2800;Mechelen;0154238 87;lieve.vanderleyden@skynet.be;2019-03-19;Raghenoplein;31;;BUILDING template
MECHELEN - FH02;383278;Luc Temmerman;Westkapellestraat 74 bus 11;8301;Knokke-Heist;0473752849;geen@email.com;2019-03-06;Leopoldstraat;25;;BUILDING template
MECHELEN - FH02;383270;Marc Feyten;Geen Adres;2800;Mechelen;0476283466;geen@email.com;2019-03-07;Albert Geudensstraat;18;;BUILDING template
MECHELEN - FH02;3037254;Marc Van Herbruggen;Heidelaan 8;2280;Grobbendonk;0479791414;Marcvanherbruggen@gmail.com;2019-03-04;Hoogstraat;9;;BUILDING template
MECHELEN - FH01;935316;Margot Puttemans;’t Veer 17;2800;Mechelen;0476673725;margot.puttemans@skynet.be;2020-03-06;'t Veer;17;;BUILDING template
MECHELEN - FH01;3047632;Martine Van Loon-Panis;Lekkernijstraatje 8;2800;Mechelen;0494164678;martine@vastgoed-vanloon.be;2020-04-23;Lange Schipstraat;56;;BUILDING template
MECHELEN - FH02;3044646;Martine Verheyden;Geen Adres;2800;Mechelen;0476331007;geen@email.com;2019-12-10;Lange Nieuwstraat;53;;BUILDING template
MECHELEN - FH01;4740715;Maxi Bouwpromotions nv;Bleekstraat 19;2480;Dessel;014377573;geen@email.com;2019-12-10;Goswin de Stassartstraat;29;;BUILDING template
MECHELEN - FH01;3049080;Movast N.V.;Leopold de Waelplaats 6;2000;Antwerpen;02592222;cedric@movast.be;2020-05-18;Steenweg;18;;BUILDING template
MECHELEN - FH02;3032486;Movast N.V.;Leopold de Waelplaats 6;2000;Antwerpen;02592222;cedric@movast.be;2019-12-27;Hendrik Consciencestraat;1;B;BUILDING template
MECHELEN - FH01;5543967;Multisyn;Geen Adres;2800;Mechelen;028994444;info@multisyn.be;2020-05-15;Varkensstraat;15;;BUILDING template
MECHELEN - FH02;3032485;Norbert Van Eycken;Brusselsesteenweg 176-180;1980;Zemst;015610969;geen@email.com;2019-03-07;Colomastraat;47;;BUILDING template
MECHELEN - FH02;335237;NV Visual Identity Management;Patrijzendreef 12;3140;Keerbergen;015235440;geen@email.com;2019-12-10;Leopoldstraat;39;;BUILDING template
MECHELEN - FH02;3047956;Nv. Wilfra;Wespelaarsebaan 35;3190;Boortmeerbeek;015518815;wilfra-syndicus@telenet.be;2019-03-07;Schuttersvest;16;;BUILDING template
MECHELEN - FH02;373847;Ocmw;Lange Schipstraat 27;2800;Mechelen;015445240;geen@email.com;2019-02-26;Moensstraat;14;;BUILDING template
MECHELEN - FH01;3047590;;;;;;;;Lange Schipstraat;7;;BUILDING template
MECHELEN - FH01;3031641;;;;;;;;Désiré Boucherystraat;24;;BUILDING template
MECHELEN - FH01;919855;;;;;;;;Désiré Boucherystraat;26;;BUILDING template
MECHELEN - FH01;3032962;;;;;;;;Frederik de Merodestraat;30;;BUILDING template
MECHELEN - FH01;3036248;;;;;;;;Hazestraat;4;;BUILDING template
MECHELEN - FH01;3993916;;;;;;;;Hazestraat;6;;BUILDING template
MECHELEN - FH01;9583;;;;;;;;Lange Schipstraat;99;;BUILDING template
MECHELEN - FH01;929553;;;;;;;;Sint-Romboutskerkhof;2;;BUILDING template
MECHELEN - FH01;5414780;;;;;;;;Sint-Romboutskerkhof;3;;BUILDING template
MECHELEN - FH01;5706656;;;;;;;;Varkensstraat;19;;BUILDING template
MECHELEN - FH01;3028798;;;;;;;;A.B.-straat;7;;BUILDING template
MECHELEN - FH01;3035212;;;;;;;;Geitestraat;10;;BUILDING template
MECHELEN - FH01;929548;;;;;;;;Sint-Romboutskerkhof;1;A;BUILDING template
MECHELEN - FH01;3032946;;;;;;;;Frederik de merodestraat;12;;BUILDING template
MECHELEN - FH01;3032950;;;;;;;;Frederik de merodestraat;16;;BUILDING template
MECHELEN - FH01;3049069;;;;;;;;Steenweg;8;;BUILDING template
MECHELEN - FH01;941661;;;;;;;;Straatje-zonder-einde;3;;BUILDING template
MECHELEN - FH01;905289;;;;;;;;Minderbroedersgang;1;;BUILDING template
MECHELEN - FH01;5374205;;;;;;;;Minderbroedersgang;2;;BUILDING template
MECHELEN - FH01;901196;;;;;;;;Grote Markt;17;;BUILDING template
MECHELEN - FH01;3043722;;;;;;;;Nauwstraat;10;;BUILDING template
MECHELEN - FH01;4748736;;;;;;;;Nauwstraat;12;;BUILDING template
MECHELEN - FH01;5394328;;;;;;;;Nieuwe Beggaardenstraat;45;;BUILDING template
MECHELEN - FH01;905239;;;;;;;;Hazestraat;13;;BUILDING template
MECHELEN - FH01;929549;;;;;;;;Wollemarkt;1;;BUILDING template
MECHELEN - FH01;3052838;;;;;;;;Wollemarkt;5;;BUILDING template
MECHELEN - FH01;3052841;;;;;;;;Wollemarkt;7;;BUILDING template
MECHELEN - FH01;3051774;;;;;;;;Vismarkt;4;;BUILDING template
MECHELEN - FH01;4010572;;;;;;;;Vismarkt;14;;BUILDING template
MECHELEN - FH01;901434;;;;;;;;Zakstraat;13;;BUILDING template
MECHELEN - FH01;5697979;;;;;;;;Scheerstraat;8;;BUILDING template
MECHELEN - FH01;919857;;;;;;;;Desire Boucherystraat;14;;BUILDING template
MECHELEN - FH02;401964;;;;;;;;Korenmarkt;31;;BUILDING template
MECHELEN - FH02;405390;;;;;;;;Hanswijkstraat;1;;BUILDING template
MECHELEN - FH02;3036017;;;;;;;;Hanswijkstraat;3;;BUILDING template
MECHELEN - FH02;4764792;;;;;;;;Hanswijkstraat;7;;BUILDING template
MECHELEN - FH02;3045160;;;;;;;;Onze-Lieve-Vrouwestraat;143;;BUILDING template
MECHELEN - FH02;388935;;;;;;;;Onze-Lieve-Vrouwestraat;145;;BUILDING template
MECHELEN - FH02;3044637;;;;;;;;Lange Nieuwstraat;38;;BUILDING template
MECHELEN - FH02;354880;;;;;;;;Willem Herreynsstraat;22;;BUILDING template
MECHELEN - FH02;1322034;;;;;;;;Hanswijkstraat;37;;BUILDING template
MECHELEN - FH02;4764791;;;;;;;;Hanswijkstraat;5;;BUILDING template
MECHELEN - FH02;4761219;;;;;;;;Ziekeliedenstraat;14;;BUILDING template
