Projectnummer;Opdrachtnummer;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC EMAIL;SYNDIC DATE;Straat;Huisnummer;Huisnummer Toevoeging;Opdrachttemplate
ANTWERPEN-WEST - FH01;1960581;Dirk Lenaerts;Geen Adres;2000;Antwerpen;0499318418;geen@email.be;2019-08-20;Kattendijkdok-Westkaai;26;;BUILDING template
ANTWERPEN-WEST - FH01;3962176;Equilibre RW bvba;Liersebaan 35;2240;Zandhoven;034804904;info@beheergebouwen.be;2019-08-28;Sint-Aldegondiskaai;38;;BUILDING template
ANTWERPEN-WEST - FH01;1735095;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-08;Amsterdamstraat;18;;BUILDING template
ANTWERPEN-WEST - FH01;1735099;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-19;Amsterdamstraat;27;;BUILDING template
ANTWERPEN-WEST - FH01;108074;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-30;Bataviastraat;7;;BUILDING template
ANTWERPEN-WEST - FH01;108073;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-30;Bataviastraat;11;;BUILDING template
ANTWERPEN-WEST - FH01;4505621;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-12-13;Verbindingsdok-Westkaai;22;;BUILDING template
ANTWERPEN-WEST - FH01;1128029;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-04-02;Verbindingsdok-Westkaai;26;;BUILDING template
ANTWERPEN-WEST - FH01;1735088;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-08;Amsterdamstraat;14;;BUILDING template
ANTWERPEN-WEST - FH01;62443;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-01-21;Godefriduskaai;12;;BUILDING template
ANTWERPEN-WEST - FH01;62439;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-27;Godefriduskaai;18;;BUILDING template
ANTWERPEN-WEST - FH01;62444;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-27;Godefriduskaai;22;;BUILDING template
ANTWERPEN-WEST - FH01;2059556;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-27;Verbindingsdok-Westkaai;18;;BUILDING template
ANTWERPEN-WEST - FH01;1970926;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-20;Kribbestraat;3;;BUILDING template
ANTWERPEN-WEST - FH01;108081;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-04-12;Napoleonkaai;7;;BUILDING template
ANTWERPEN-WEST - FH01;2024719;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-20;Napelsstraat;120;;BUILDING template
ANTWERPEN-WEST - FH01;108078;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-02-25;Nassaustraat;30;;BUILDING template
ANTWERPEN-WEST - FH01;1287193;Globus;Belgiëlei 112;2018;Antwerpen;0475261100;erik@globus.be;2020-02-18;Godefriduskaai;16;;BUILDING template
ANTWERPEN-WEST - FH01;1266714;Green Star;Zegeplein 3;2930;Brasschaat;036331229;geen@email.be;2019-08-23;Braziliestraat;33;;BUILDING template
ANTWERPEN-WEST - FH01;5575022;Groep L;Ankerrui 26;2000;Antwerpen;032131367;geen@email.be;2019-09-10;Ankerrui;13;;BUILDING template
ANTWERPEN-WEST - FH01;186520;Gysels vastgoed;Marie-Josélaan 67;2600;Berchem;0478726266;geen@email.be;2019-09-12;Ankerrui;9;;BUILDING template
ANTWERPEN-WEST - FH01;108947;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2020-01-17;Indiestraat;18;;BUILDING template
ANTWERPEN-WEST - FH01;1128021;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-08-22;Amsterdamstraat;28;;BUILDING template
ANTWERPEN-WEST - FH01;4505440;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-09-30;Napelsstraat;6;;BUILDING template
ANTWERPEN-WEST - FH01;4506393;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-09-22;August Michielsstraat;18;;BUILDING template
ANTWERPEN-WEST - FH01;1128028;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-09-02;Nassaustraat;4;;BUILDING template
ANTWERPEN-WEST - FH01;1735101;Human Residence;Kattendijkdok-Westkaai 41;2000;Antwerpen;0477892792;geen@email.be;2019-08-19;Amsterdamstraat;31;;BUILDING template
ANTWERPEN-WEST - FH01;1992477;Human Residence;Kattendijkdok-Westkaai 41;2000;Antwerpen;0495523177;geen@email.be;2019-07-30;Londenstraat;5;;BUILDING template
ANTWERPEN-WEST - FH01;1970933;Ilse van Kalsteren;Geen Adres;2000;Antwerpen;0496771819;geen@email.be;2020-02-27;Kribbestraat;4;;BUILDING template
ANTWERPEN-WEST - FH01;108300;Immo Bollaert;Heirweg 98;9270;Laarne;012345687;geen@email.be;2019-07-30;Genuastraat;16;;BUILDING template
ANTWERPEN-WEST - FH01;108929;Imroco nv;Geen Adres;2000;Antwerpen;015794626;info@imroco.be;2020-01-24;Cadixstraat;7;;BUILDING template
ANTWERPEN-WEST - FH01;108294;Integraal vastgoedbeheer;Ruggeveldlaan 774;2100;Deurne;033608530;geen@email.be;2019-09-08;Napelsstraat;63;;BUILDING template
ANTWERPEN-WEST - FH01;108293;Integraal vastgoedbeheer;Ruggeveldlaan 774;2100;Deurne;033251825;geen@email.be;2019-09-16;Napelsstraat;65;;BUILDING template
ANTWERPEN-WEST - FH01;4126592;Jalo Beheer;Kopstraat 63;2900;Schoten;014848457;beheer@jalo.be;2019-09-12;August Michielsstraat;32;;BUILDING template
ANTWERPEN-WEST - FH01;1735098;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-08-19;Amsterdamstraat;25;;BUILDING template
ANTWERPEN-WEST - FH01;1775235;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-08-13;Braziliestraat;28;;BUILDING template
ANTWERPEN-WEST - FH01;1786975;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-01-17;Cadixstraat;47;;BUILDING template
ANTWERPEN-WEST - FH01;5394016;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-01-17;Cadixstraat;51;;BUILDING template
ANTWERPEN-WEST - FH01;1454935;Jalo Beheer;Kopstraat 63;2900;Schoten;014848457;beheer@jalo.be;2019-12-06;Genuastraat;6;;BUILDING template
ANTWERPEN-WEST - FH01;1892429;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-02-21;Genuastraat;12;;BUILDING template
ANTWERPEN-WEST - FH01;1128035;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-12-16;Napoleonkaai;51;;BUILDING template
ANTWERPEN-WEST - FH01;2024873;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-02-21;Nassaustraat;10;;BUILDING template
ANTWERPEN-WEST - FH01;1960897;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-09-12;Kempischdok-Westkaai;100;;BUILDING template
ANTWERPEN-WEST - FH01;1365795;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-08-14;Braziliestraat;24;;BUILDING template
ANTWERPEN-WEST - FH01;1288092;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-09-12;Cadixstraat;21;;BUILDING template
ANTWERPEN-WEST - FH01;1299606;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-09-12;Cadixstraat;23;;BUILDING template
ANTWERPEN-WEST - FH01;4155271;Numberz;Nassaustraat 35;2000;Antwerpen;036890809;Michael@numberz.be;2019-04-02;Nassaustraat;33;;BUILDING template
ANTWERPEN-WEST - FH01;108292;Numberz;Nassaustraat 35;2000;Antwerpen;0475781010;geen@email.be;2019-09-08;Napelsstraat;67;;BUILDING template
ANTWERPEN-WEST - FH01;1960587;;;;;;;2020-02-18;Kattendijkdok-Westkaai;32;;BUILDING template
ANTWERPEN-WEST - FH01;4004297;Solvio;Fruithoflaan 17;2600;Antwerpen;032390409;geen@email.be;2019-08-23;Rijnkaai;33;;BUILDING template
ANTWERPEN-WEST - FH01;59277;Syncura;Artsen zonder Grenzenstraat 36;2018;Antwerpen;032271614;antwerpen@syncura.be;2020-02-19;Sint-Aldegondiskaai;10;;BUILDING template
ANTWERPEN-WEST - FH01;59274;Syncura;Artsen zonder Grenzenstraat 36;2018;Antwerpen;032271614;antwerpen@syncura.be;2020-02-18;Adriaan Brouwerstraat;9;;BUILDING template
ANTWERPEN-WEST - FH01;1128023;Verver NV;Indiestraat;2000;Antwerpen;012345678;dany.gybels@telenet.be;2019-09-03;Amsterdamstraat;30;;BUILDING template
ANTWERPEN-WEST - FH01;1960584;Verver NV;Indiestraat;2000;Antwerpen;0475843301;dany.gybels@telenet.be;2020-02-20;Kattendijkdok-Westkaai;29;;BUILDING template
ANTWERPEN-WEST - FH01;1992494;;;;;;;;Londenstraat;13;;BUILDING template
ANTWERPEN-WEST - FH01;1992496;;;;;;;;Londenstraat;17;;BUILDING template
ANTWERPEN-WEST - FH01;4506378;;;;;;;;Napelsstraat;53;;BUILDING template
ANTWERPEN-WEST - FH01;5978286;;;;;;;;Napelsstraat;71;;BUILDING template
ANTWERPEN-WEST - FH01;108957;;;;;;;;Genuastraat;3;;BUILDING template
ANTWERPEN-WEST - FH01;1986445;;;;;;;;Oudeleeuwenrui;3;;BUILDING template
ANTWERPEN-WEST - FH01;4031647;;;;;;;;Genuastraat;5;;BUILDING template
ANTWERPEN-WEST - FH01;2047587;;;;;;;;Rijnkaai;1;;BUILDING template
ANTWERPEN-WEST - FH01;1986450;;;;;;;;Oudeleeuwenrui;5;;BUILDING template
ANTWERPEN-WEST - FH01;108301;;;;;;;;Genuastraat;2;;BUILDING template
ANTWERPEN-WEST - FH01;186516;;;;;;;;Oudeleeuwenrui;7;;BUILDING template
ANTWERPEN-WEST - FH01;6000240;;;;;;;;Indiestraat;38;;BUILDING template
ANTWERPEN-WEST - FH01;5802358;;;;;;;;Rijnkaai;4;;BUILDING template
ANTWERPEN-WEST - FH01;186517;;;;;;;;Oudeleeuwenrui;13;;BUILDING template
ANTWERPEN-WEST - FH01;1949212;;;;;;;;Indiestraat;44;;BUILDING template
ANTWERPEN-WEST - FH01;186515;;;;;;;;Oudeleeuwenrui;25;;BUILDING template
ANTWERPEN-WEST - FH01;1088922;;;;;;;;Adriaan Brouwerstraat;5;;BUILDING template
ANTWERPEN-WEST - FH01;1734637;;;;;;;;Sint-Aldegondiskaai;58;;BUILDING template
ANTWERPEN-WEST - FH01;5575903;;;;;;;;Oudeleeuwenrui;31;;BUILDING template
ANTWERPEN-WEST - FH01;1781985;;;;;;;;Adriaan Brouwerstraat;13;;BUILDING template
ANTWERPEN-WEST - FH01;62430;;;;;;;;Oudeleeuwenrui;33;;BUILDING template
ANTWERPEN-WEST - FH01;4128342;;;;;;;;Londenstraat;58;;BUILDING template
ANTWERPEN-WEST - FH01;1986516;;;;;;;;Oudeleeuwenrui;35;;BUILDING template
ANTWERPEN-WEST - FH01;62433;;;;;;;;Oudeleeuwenrui;47;;BUILDING template
ANTWERPEN-WEST - FH01;1782029;;;;;;;2019-03-26;Adriaan Brouwerstraat;21;;BUILDING template
ANTWERPEN-WEST - FH01;108303;;;;;;;;Londenstraat;53;;BUILDING template
ANTWERPEN-WEST - FH01;108296;;;;;;;;Rigastraat;26;;BUILDING template
ANTWERPEN-WEST - FH01;1782040;;;;;;;;Adriaan Brouwerstraat;27;;BUILDING template
ANTWERPEN-WEST - FH01;1734627;;;;;;;;Sint-Aldegondiskaai;20;;BUILDING template
ANTWERPEN-WEST - FH01;1782047;;;;;;;;Adriaan Brouwerstraat;29;;BUILDING template
ANTWERPEN-WEST - FH01;4505458;;;;;;;;Napelsstraat;34;;BUILDING template
ANTWERPEN-WEST - FH01;1782050;;;;;;;;Adriaan Brouwerstraat;31;;BUILDING template
ANTWERPEN-WEST - FH01;59276;;;;;;;;Sint-Aldegondiskaai;30;;BUILDING template
ANTWERPEN-WEST - FH01;182977;;;;;;;;Adriaan Brouwerstraat;33;;BUILDING template
ANTWERPEN-WEST - FH01;109078;;;;;;;;Rijnkaai;25;;BUILDING template
ANTWERPEN-WEST - FH01;1735094;;;;;;;;Amsterdamstraat;16;;BUILDING template
ANTWERPEN-WEST - FH01;2047591;;;;;;;;Rijnkaai;26;;BUILDING template
ANTWERPEN-WEST - FH01;108283;;;;;;;;Kempischdok-Westkaai;90;;BUILDING template
ANTWERPEN-WEST - FH01;2047593;;;;;;;;Rijnkaai;27;;BUILDING template
ANTWERPEN-WEST - FH01;59279;;;;;;;;Sint-Aldegondiskaai;36;;BUILDING template
ANTWERPEN-WEST - FH01;52537;;;;;;;;Amsterdamstraat;21;;BUILDING template
ANTWERPEN-WEST - FH01;2047596;;;;;;;;Rijnkaai;29;;BUILDING template
ANTWERPEN-WEST - FH01;1734631;;;;;;;;Sint-Aldegondiskaai;44;;BUILDING template
ANTWERPEN-WEST - FH01;108082;;;;;;;;Amsterdamstraat;22;;BUILDING template
ANTWERPEN-WEST - FH01;2047597;;;;;;;;Rijnkaai;30;;BUILDING template
ANTWERPEN-WEST - FH01;1734632;;;;;;;;Sint-Aldegondiskaai;46;;BUILDING template
ANTWERPEN-WEST - FH01;108942;;;;;;;;Indiestraat;21;;BUILDING template
ANTWERPEN-WEST - FH01;1735097;;;;;;;;Amsterdamstraat;23;;BUILDING template
ANTWERPEN-WEST - FH01;108955;;;;;;;;Kempischdok-Westkaai;20;;BUILDING template
ANTWERPEN-WEST - FH01;4513324;;;;;;;;Sint-Aldegondiskaai;48;;BUILDING template
ANTWERPEN-WEST - FH01;1734633;;;;;;;;Sint-Aldegondiskaai;50;;BUILDING template
ANTWERPEN-WEST - FH01;1949013;;;;;;;;Indiestraat;10;;BUILDING template
ANTWERPEN-WEST - FH01;1734634;;;;;;;;Sint-Aldegondiskaai;52;;BUILDING template
ANTWERPEN-WEST - FH01;1734635;;;;;;;;Sint-Aldegondiskaai;54;;BUILDING template
ANTWERPEN-WEST - FH01;5492426;;;;;;;;Indiestraat;12;B;BUILDING template
ANTWERPEN-WEST - FH01;1734636;;;;;;;;Sint-Aldegondiskaai;56;;BUILDING template
ANTWERPEN-WEST - FH01;108952;;;;;;;2018-08-24;Napelsstraat;2;;BUILDING template
ANTWERPEN-WEST - FH01;1128022;;;;;;;;Amsterdamstraat;32;;BUILDING template
ANTWERPEN-WEST - FH01;1970984;;;;;;;;Kribbestraat;18;;BUILDING template
ANTWERPEN-WEST - FH01;1734638;;;;;;;;Sint-Aldegondiskaai;60;;BUILDING template
ANTWERPEN-WEST - FH01;4505438;;;;;;;;Napelsstraat;4;;BUILDING template
ANTWERPEN-WEST - FH01;4513329;;;;;;;;Sint-Aldegondiskaai;62;;BUILDING template
ANTWERPEN-WEST - FH01;1735103;;;;;;;;Amsterdamstraat;34;;BUILDING template
ANTWERPEN-WEST - FH01;59280;;;;;;;;Sint-Aldegondiskaai;64;;BUILDING template
ANTWERPEN-WEST - FH01;1735104;;;;;;;;Amsterdamstraat;35;;BUILDING template
ANTWERPEN-WEST - FH01;109072;;;;;;;;Sint-Laureiskaai;7;;BUILDING template
ANTWERPEN-WEST - FH01;4505442;;;;;;;;Napelsstraat;10;;BUILDING template
ANTWERPEN-WEST - FH01;108085;;;;;;;;Amsterdamstraat;36;;BUILDING template
ANTWERPEN-WEST - FH01;1970988;;;;;;;;Kribbestraat;20;;BUILDING template
ANTWERPEN-WEST - FH01;1984033;;;;;;;;Sint-Laureiskaai;13;;BUILDING template
ANTWERPEN-WEST - FH01;109084;;;;;;;;Amsterdamstraat;37;;BUILDING template
ANTWERPEN-WEST - FH01;1735105;;;;;;;;Amsterdamstraat;39;;BUILDING template
ANTWERPEN-WEST - FH01;59302;;;;;;;;Spanjaardsteeg;1;;BUILDING template
ANTWERPEN-WEST - FH01;2024656;;;;;;;;Napelsstraat;40;;BUILDING template
ANTWERPEN-WEST - FH01;2053439;;;;;;;;Spanjaardsteeg;3;;BUILDING template
ANTWERPEN-WEST - FH01;2053440;;;;;;;;Spanjaardsteeg;5;;BUILDING template
ANTWERPEN-WEST - FH01;4505443;;;;;;;;Napelsstraat;12;;BUILDING template
ANTWERPEN-WEST - FH01;4510642;;;;;;;;Ankerrui;15;;BUILDING template
ANTWERPEN-WEST - FH01;186509;;;;;;;;Spanjaardsteeg;19;;BUILDING template
ANTWERPEN-WEST - FH01;2008888;;;;;;;;August Michielsstraat;4;;BUILDING template
ANTWERPEN-WEST - FH01;2008915;;;;;;;;August Michielsstraat;6;;BUILDING template
ANTWERPEN-WEST - FH01;1775168;;;;;;;;Braziliestraat;2;A;BUILDING template
ANTWERPEN-WEST - FH01;4145817;;;;;;;;August Michielsstraat;16;;BUILDING template
ANTWERPEN-WEST - FH01;4506381;;;;;;;;August Michielsstraat;17;;BUILDING template
ANTWERPEN-WEST - FH01;1986469;;;;;;;;Oudeleeuwenrui;15;;BUILDING template
ANTWERPEN-WEST - FH01;2051445;;;;;;;;Van Schoonbekeplein;3;;BUILDING template
ANTWERPEN-WEST - FH01;6440424;;;;;;;;Braziliestraat;2;E;BUILDING template
ANTWERPEN-WEST - FH01;59293;;;;;;;;Van Schoonbekeplein;4;;BUILDING template
ANTWERPEN-WEST - FH01;2009021;;;;;;;;August Michielsstraat;22;;BUILDING template
ANTWERPEN-WEST - FH01;59296;;;;;;;;Van Schoonbekeplein;11;;BUILDING template
ANTWERPEN-WEST - FH01;4511988;;;;;;;;Braziliestraat;26;;BUILDING template
ANTWERPEN-WEST - FH01;2009033;;;;;;;;August Michielsstraat;23;;BUILDING template
ANTWERPEN-WEST - FH01;2051451;;;;;;;;Van Schoonbekeplein;13;;BUILDING template
ANTWERPEN-WEST - FH01;5802357;;;;;;;;Rijnkaai;2;;BUILDING template
ANTWERPEN-WEST - FH01;108275;;;;;;;;August Michielsstraat;24;;BUILDING template
ANTWERPEN-WEST - FH01;6005416;;;;;;;;Oudeleeuwenrui;11;;BUILDING template
ANTWERPEN-WEST - FH01;2051452;;;;;;;;Van Schoonbekeplein;15;;BUILDING template
ANTWERPEN-WEST - FH01;6395025;;;;;;;;Rijnkaai;12;;BUILDING template
ANTWERPEN-WEST - FH01;4101358;;;;;;;;August Michielsstraat;25;;BUILDING template
ANTWERPEN-WEST - FH01;2051455;;;;;;;;Van Schoonbekeplein;19;;BUILDING template
ANTWERPEN-WEST - FH01;1015486;;;;;;;;Rijnkaai;15;;BUILDING template
ANTWERPEN-WEST - FH01;108271;;;;;;;;August Michielsstraat;27;;BUILDING template
ANTWERPEN-WEST - FH01;59295;;;;;;;;Van Schoonbekeplein;21;;BUILDING template
ANTWERPEN-WEST - FH01;4510620;;;;;;;;Van Schoonbekeplein;23;;BUILDING template
ANTWERPEN-WEST - FH01;109135;;;;;;;;Verbindingsdok-Oostkaai;1;;BUILDING template
ANTWERPEN-WEST - FH01;1984031;;;;;;;;Sint-Laureiskaai;9;;BUILDING template
ANTWERPEN-WEST - FH01;1265934;;;;;;;;August Michielsstraat;34;;BUILDING template
ANTWERPEN-WEST - FH01;2059542;;;;;;;;Verbindingsdok-Oostkaai;5;;BUILDING template
ANTWERPEN-WEST - FH01;108068;;;;;;;;Verbindingsdok-Westkaai;30;;BUILDING template
ANTWERPEN-WEST - FH01;108272;;;;;;;;August Michielsstraat;38;;BUILDING template
ANTWERPEN-WEST - FH01;2059544;;;;;;;;Verbindingsdok-Oostkaai;7;;BUILDING template
ANTWERPEN-WEST - FH01;4021011;;;;;;;;Verbindingsdok-Westkaai;28;;BUILDING template
ANTWERPEN-WEST - FH01;108075;;;;;;;;Bataviastraat;5;;BUILDING template
ANTWERPEN-WEST - FH01;2059545;;;;;;;;Verbindingsdok-Oostkaai;9;;BUILDING template
ANTWERPEN-WEST - FH01;2059553;;;;;;;;Verbindingsdok-Westkaai;12;A;BUILDING template
