Projectnummer;Opdrachtnummer;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC EMAIL;SYNDIC DATE;Straat;Huisnummer;Huisnummer Toevoeging;Opdrachttemplate
ANTWERPEN-WEST - FH01;62443;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-01-21;Godefriduskaai;12;;BUILDING template
ANTWERPEN-WEST - FH01;62439;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-27;Godefriduskaai;18;;BUILDING template
ANTWERPEN-WEST - FH01;62444;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-08-27;Godefriduskaai;22;;BUILDING template
ANTWERPEN-WEST - FH01;2059556;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-27;Verbindingsdok-Westkaai;18;;BUILDING template
ANTWERPEN-WEST - FH01;1970926;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-20;Kribbestraat;3;;BUILDING template
ANTWERPEN-WEST - FH01;108081;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-04-12;Napoleonkaai;7;;BUILDING template
ANTWERPEN-WEST - FH01;2024719;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-20;Napelsstraat;120;;BUILDING template
ANTWERPEN-WEST - FH01;108078;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-09-02;Nassaustraat;30;;BUILDING template
ANTWERPEN-WEST - FH04;5548011;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-02-13;Lange Sint-Annastraat;44;;BUILDING template
ANTWERPEN-WEST - FH04;60601;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-01-27;Korte Klarenstraat;4;;BUILDING template
ANTWERPEN-WEST - FH04;1957599;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-12-16;Jezusstraat;40;;BUILDING template
ANTWERPEN-WEST - FH04;1957615;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-12-19;Jezusstraat;44;;BUILDING template
ANTWERPEN-WEST - FH04;1759944;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-02-03;Borzestraat;7;;BUILDING template
ANTWERPEN-WEST - FH04;962183;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-01-20;Lange Nieuwstraat;30;;BUILDING template
ANTWERPEN-WEST - FH04;1873627;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-12-16;Frankrijklei;28;;BUILDING template
ANTWERPEN-WEST - FH04;1962025;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-12-19;Kipdorpvest;21;;BUILDING template
ANTWERPEN-WEST - FH07;48900;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-13;Augustijnenstraat;18;;BUILDING template
ANTWERPEN-WEST - FH07;5575087;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-13;Augustijnenstraat;20;;BUILDING template
ANTWERPEN-WEST - FH07;2025132;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-13;Nationalestraat;50;;BUILDING template
ANTWERPEN-WEST - FH07;60995;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-13;Nationalestraat;56;;BUILDING template
ANTWERPEN-WEST - FH07;48925;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-13;Nationalestraat;62;;BUILDING template
ANTWERPEN-WEST - FH07;1735131;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-13;Sint-Andriesstraat;19;;BUILDING template
ANTWERPEN-WEST - FH02;1071430;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-19;Keizerstraat;1;;BUILDING template
ANTWERPEN-WEST - FH03;4504914;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2019-11-06;Kleine Kauwenberg;8;;BUILDING template
ANTWERPEN-WEST - FH04;1953414;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-02-13;Sint-Jacobsmarkt;47;;BUILDING template
ANTWERPEN-WEST - FH04;109185;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;2020-02-13;Lange Sint-Annastraat;40;;BUILDING template
ANTWERPEN-WEST - FH01;1287193;Globus;Belgiëlei 112;2018;Antwerpen;0475261100;erik@globus.be;2020-02-18;Godefriduskaai;16;;BUILDING template
ANTWERPEN-WEST - FH01;1266714;Green Star;Zegeplein 3;2930;Brasschaat;036331229;geen@email.be;2019-08-23;Braziliestraat;33;;BUILDING template
ANTWERPEN-WEST - FH01;5575022;Groep L;Ankerrui 26;2000;Antwerpen;032131367;geen@email.be;2019-09-10;Ankerrui;13;;BUILDING template
ANTWERPEN-WEST - FH01;186520;Gysels vastgoed;Marie-Josélaan 67;2600;Berchem;0478726266;geen@email.be;2019-09-12;Ankerrui;9;;BUILDING template
ANTWERPEN-WEST - FH02;1071432;Habicom;Boomsesteenweg 281;2610;Wilrijk;033694241;hallo@habicombeheer.be;2019-11-19;Minderbroedersrui;25;;BUILDING template
ANTWERPEN-WEST - FH06;1139986;Hiljan Beheer;Halewijnlaan 57 B29;2050;Antwerpen;034403844;hiljan-beheer@skynet.be;2020-02-20;Begijnenstraat;95;;BUILDING template
ANTWERPEN-WEST - FH01;108947;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2020-01-17;Indiestraat;18;;BUILDING template
ANTWERPEN-WEST - FH01;1128021;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-08-22;Amsterdamstraat;28;;BUILDING template
ANTWERPEN-WEST - FH01;4505440;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-09-30;Napelsstraat;6;;BUILDING template
ANTWERPEN-WEST - FH01;4506393;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-09-22;August Michielsstraat;18;;BUILDING template
ANTWERPEN-WEST - FH01;1128028;Housing beheer;Plantin en Moretuslei 12;2000;Antwerpen;032876888;info@housing-beheer.be;2019-09-02;Nassaustraat;4;;BUILDING template
ANTWERPEN-WEST - FH01;1735101;Human Residence;Kattendijkdok-Westkaai 41;2000;Antwerpen;0477892792;geen@email.be;2019-08-19;Amsterdamstraat;31;;BUILDING template
ANTWERPEN-WEST - FH01;1992477;Human Residence;Kattendijkdok-Westkaai 41;2000;Antwerpen;0495523177;geen@email.be;2019-07-30;Londenstraat;5;;BUILDING template
ANTWERPEN-WEST - FH07;2061328;iGoddeart;Geen Adres;2000;Antwerpen;0495285320;geen@email.be;2019-10-21;Korte Vlierstraat;3;;BUILDING template
ANTWERPEN-WEST - FH01;108300;Immo Bollaert;Heirweg 98;9270;Laarne;012345687;geen@email.be;2019-07-30;Genuastraat;16;;BUILDING template
ANTWERPEN-WEST - FH02;1782369;Immo van der Wildt;Kattendijkdok-Westkaai 33;2000;Antwerpen;034304209;geen@email.be;2019-11-22;Brouwersvliet;36;;BUILDING template
ANTWERPEN-WEST - FH02;1782383;Immo van der Wildt;Kattendijkdok-Westkaai 33;2000;Antwerpen;034304209;geen@email.be;2019-11-22;Brouwersvliet;38;;BUILDING template
ANTWERPEN-WEST - FH04;NB-2000165fa106;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-28;Pieter van Hobokenstraat;16;;BUILDING template
ANTWERPEN-WEST - FH04;NB-200014cb6a61;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-28;Pieter van Hobokenstraat;14;;BUILDING template
ANTWERPEN-WEST - FH04;109952;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Kattenstraat;20;;BUILDING template
ANTWERPEN-WEST - FH04;5575787;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Kattenstraat;22;;BUILDING template
ANTWERPEN-WEST - FH04;1932680;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Frans Halsplein;15;;BUILDING template
ANTWERPEN-WEST - FH04;1932689;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Frans Halsplein;17;;BUILDING template
ANTWERPEN-WEST - FH04;5575668;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Frans Halsplein;19;;BUILDING template
ANTWERPEN-WEST - FH04;1731962;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Zwanengang;3;;BUILDING template
ANTWERPEN-WEST - FH04;1731963;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-23;Zwanengang;4;;BUILDING template
ANTWERPEN-WEST - FH04;109942;Imove bv;Ternesselei 324;2169;Wommelgem;033244039;info@imove.be;2020-01-26;Frans Halsplein;13;;BUILDING template
ANTWERPEN-WEST - FH01;108929;Imroco nv;Cederstraat 18 A;2220;Heist-op-den-berg;015794626;info@imroco.be;2020-01-24;Cadixstraat;7;;BUILDING template
ANTWERPEN-WEST - FH04;4509059;Insurea;Liersebaan 9;2550;Kontich;034400084;beheer@insurea.be;2020-02-03;Paradijsstraat;8;;BUILDING template
ANTWERPEN-WEST - FH01;108294;Integraal vastgoedbeheer;Ruggeveldlaan 774;2100;Deurne;033608530;geen@email.be;2019-09-08;Napelsstraat;63;;BUILDING template
ANTWERPEN-WEST - FH01;108293;Integraal vastgoedbeheer;Ruggeveldlaan 774;2100;Deurne;033251825;geen@email.be;2019-09-16;Napelsstraat;65;;BUILDING template
ANTWERPEN-WEST - FH07;48915;Interno;Gentseweg 309;9120;Beveren;0475736290;geen@email.be;2019-12-06;Drukkerijstraat;2;;BUILDING template
ANTWERPEN-WEST - FH07;48904;Interno;Gentseweg 309;9120;Beveren;0475736290;geen@email.be;2019-12-06;Steenhouwersvest;51;;BUILDING template
ANTWERPEN-WEST - FH04;1759916;Jalo Beheer;Kopstraat 63;2900;Schoten;014848457;beheer@jalo.be;2019-12-17;Borzestraat;5;;BUILDING template
ANTWERPEN-WEST - FH07;2045617;Jalo Beheer;Kopstraat 63;2900;Schoten;014848457;beheer@jalo.be;2019-10-21;Prekersstraat;45;;BUILDING template
ANTWERPEN-WEST - FH01;4126592;Jalo Beheer;Kopstraat 63;2900;Schoten;014848457;beheer@jalo.be;2019-09-12;August Michielsstraat;32;;BUILDING template
