Zoning FID;Zoning  Name;Zoning  ID;BUILDING_KEY;LU Key;LAM SK;CAMPAIGN_NAME;SYNDIC_NAME;SYNDIC_ADDRESS;SYNDIC_ZIPCODE;SYNDIC_CITY;SYNDIC_PHONE;SYNDIC_EMAIL;SYNDIC_DATE;SYNDIC_INTERNAL_REF;ACP_VME_NAME;ACP_VME_ADDRESS;ACP_VME_ZIPCODE;ACP_VME_CITY;ACP_VME_PHONE;ACP_VME_EMAIL;ACP_VME_DATE;ACP_VME_INTERNAL_REF;CONCIERGE_NAME;CONCIERGE_APT-BUS;CONCIERGE_PHONE;CONCIERGE_EMAIL;OWNER_NAME;OWNER_ADDRESS;OWNER_ZIPCODE;OWNER_CITY;OWNER_PHONE;OWNER_EMAIL;OWNER_DATE;OCCUPANT_NAME;OCCUPANT_PHONE;OCCUPANT_EMAIL;OCCUPANT_DATE;VCA;BIA;VERTICAL_SHAFT;BU TYPE;Nr BU;Nr LU;Nr SU;M1 - Date of site survey;M2A - Date of technical proposal Street intro;M2B - Date of technical proposal VC;M3A - Expected date  of feedback/agreement Street intro;M3B - Expected date  of feedback/agreement VC;M4A â€“ Date of syndic/Owners agreement Street intro;M4Bâ€“ Date of syndic/Owners agreement VC;M5A â€“ installation start date â€“ street intro;M5B â€“ installation start date â€“ VC;M5C â€“ Installation start date â€“ LU termination;M6A â€“ Completion & acceptance date - street intro;M6B â€“ Completion & acceptance date - VC;M6C â€“ Completion & acceptance date - LU;construction_start;construction_end;Partner Comment
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077842;5671561;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077843;5671562;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077844;5671563;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077845;5671564;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077846;5671565;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077847;5671566;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077848;5671567;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077849;5671568;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077850;5671569;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077851;5671570;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077825;5671571;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077852;5671572;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077853;5671573;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077854;5671574;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077855;5671575;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11195437;5671582;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077826;5671576;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077827;5671577;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077828;5671578;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077829;5671579;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077830;5671580;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108073;11077831;5671581;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;1;32;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;1838704;5671525;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077807;5671526;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077808;5671527;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077809;5671528;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077810;5671529;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077811;5671530;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077812;5671531;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077813;5671532;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077814;5671533;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077815;5671534;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077816;5671535;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077799;5671523;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077817;5671536;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077818;5671537;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077819;5671538;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077820;5671540;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077821;5671541;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11195438;5671547;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077800;5671524;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077802;5671542;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077803;5671543;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077804;5671544;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077805;5671545;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108074;11077806;5671546;W03-C-Antwerpen-West-FH01;Fidimco;Meir 24;2000;Antwerpen;032312617;info@fidimco.be;20190830;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;2;21;1;20200225;;;;;;;;;;;;;20200525;20200525;
8105287;W03-C-Antwerpen-West-FH01;19074;108075;1801153;5671522;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;Onbekend;;;;;;20180823;;;;;OK;;;;1;0;0;20200225;;;;;;;;;;;;;20200525;20200525;
